evidence_id,run_id,question_run_id,response_id,question_id,category_id,framework,country,document_id,document_title,page_start,page_end,chunk_id,source_language,source_text,translated_text_pt,translation_status,semantic_score,evidence_classification,validation_status,review_notes
EVID_SUICA_Q04_CH_003_P0011_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q04,RESP_SUICA_Q04_20260912T144840Z,Q04,C04,OECD_PISA,suica,CH_003,CH_003__CH_003.md,11,11,CH_003_p0011_c001,de,"Die Schülerinnen und Schüler können Medien und Medienbeiträge entschlüsseln, reflektieren und nutzen.","Os alunos podem decifrar, refletir e utilizar mídias e contribuições midiáticas.",translated,,support,candidate,
EVID_SUICA_Q05_CH_001_P0003_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q05,RESP_SUICA_Q05_20260912T144840Z,Q05,C05,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,3,4,1,fr,"Rechercher, analyser, évaluer l'information et créer des contenus médiatiques à l’aide d’outils adéquats, de manière citoyenne et responsable.","Pesquisar, analisar, avaliar informações e criar conteúdos mediáticos com ferramentas adequadas, de maneira cidadã e responsável.",translated,,competência,candidate,
EVID_SUICA_Q05_CH_003_P0006_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q05,RESP_SUICA_Q05_20260912T144840Z,Q05,C05,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_003,CH_003__CH_003.md,6,6,1,de,"So erfordert z.B. die Arbeitswelt zunehmend die Fähigkeit, komplexe Probleme in Kooperation mit andern mittels Nutzung medialer Werkzeuge zu lösen, während andere Prozesse zunehmend automatisiert werden.","Assim, por exemplo, o mundo do trabalho exige cada vez mais a capacidade de resolver problemas complexos em cooperação com outros, utilizando ferramentas midiáticas.",translated,,competência,candidate,
EVID_SUICA_Q06_CH_003_P0016_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q06,RESP_SUICA_Q06_20260912T144840Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_003,CH_003__CH_003.md,16,16,1,de,"können zahlreiche kooperative Werkzeuge anpassen und für gemeinsames Arbeiten, Meinungsaustausch, Kommunikation sowie zum Publizieren einsetzen (z.B. Blog, Wiki).","podem adaptar várias ferramentas colaborativas e utilizá-las para trabalho em grupo, troca de opiniões, comunicação e publicação (por exemplo, blog, wiki).",translated,,supporting,candidate,
EVID_SUICA_Q06_CH_002_P0007_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q06,RESP_SUICA_Q06_20260912T144840Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_002,CH_002__CH_002.md,7,7,1,it,"progetti multidisciplinari e trasversali tesi a esercitare e rinforzare la competenza Tecnologia e media, con il supporto e la coordinazione del DTMT.","projetos multidisciplinares e transversais destinados a exercitar e reforçar a competência de Tecnologia e Mídia, com o apoio e coordenação do DTMT.",translated,,supporting,candidate,
EVID_SUICA_Q07_CH_001_P0006_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q07,RESP_SUICA_Q07_20260912T144840Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,6,6,CH_001_p0006_c001,fr,… en appliquant les règles d'usage et de sécurité,… aplicando as regras de uso e segurança,translated,,supporting,candidate,
EVID_SUICA_Q07_CH_001_P0006_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q07,RESP_SUICA_Q07_20260912T144840Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,6,6,1,fr,"… en appréhendant les impacts social, environnemental et économique","… compreendendo os impactos sociais, ambientais e econômicos",translated,,supporting,candidate,
EVID_SUICA_Q07_CH_001_P0001_003,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q07,RESP_SUICA_Q07_20260912T144840Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,1,1,2,fr,"Développer des compétences d’utilisation efficiente et responsable des environnements de communication, de collaboration et d’édition numériques.","Desenvolver competências de uso eficiente e responsável dos ambientes de comunicação, colaboração e edição digitais.",translated,,supporting,candidate,
EVID_SUICA_Q09_CH_001_P0001_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q09,RESP_SUICA_Q09_20260912T144840Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,1,1,CH_001_p0001_c001,fr,"Rechercher, analyser, évaluer l'information et créer des contenus médiatiques à l’aide d’outils adéquats, de manière citoyenne et responsable.","Pesquisar, analisar, avaliar a informação e criar conteúdos midiáticos utilizando ferramentas adequadas, de maneira cidadã e responsável.",translated,,support,candidate,
EVID_SUICA_Q09_CH_001_P0004_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q09,RESP_SUICA_Q09_20260912T144840Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,4,4,CH_001_p0004_c001,fr,"Analyse de certains usages du numérique, opportuns ou à risques, et de leur impact sur l'identité numérique.","Análise de alguns usos do digital, oportunos ou de risco, e seu impacto na identidade digital.",translated,,support,candidate,
EVID_SUICA_Q10_CH_001_P0001_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q10,RESP_SUICA_Q10_20260912T144840Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,1,1,CH_001_p0001_c001,fr,"Rechercher, analyser, évaluer l'information et créer des contenus médiatiques à l’aide d’outils adéquats, de manière citoyenne et responsable.","Pesquisar, analisar, avaliar a informação e criar conteúdos midiáticos com o auxílio de ferramentas adequadas, de maneira cidadã e responsável.",translated,,direct,candidate,
EVID_SUICA_Q10_CH_001_P0006_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q10,RESP_SUICA_Q10_20260912T144840Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,6,6,CH_001_p0006_c001,fr,Choix et utilisation autonome de diverses ressources numériques d’apprentissage.,Escolha e utilização autônoma de diversas recursos digitais de aprendizagem.,translated,,direct,candidate,
EVID_SUICA_Q10_CH_001_P0006_003,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q10,RESP_SUICA_Q10_20260912T144840Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,6,6,CH_001_p0006_c001,fr,Communication et échange au moyen de plateformes collaboratives au service de la gestion et du suivi de son travail.,Comunicação e troca por meio de plataformas colaborativas a serviço da gestão e acompanhamento do seu trabalho.,translated,,direct,candidate,
EVID_SUICA_Q11_CH_001_P0001_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q11,RESP_SUICA_Q11_20260912T144840Z,Q11,C11,UNESCO_GCED_2015,suica,CH_001,CH_001__CH_001.md,1,1,0,fr,"Rechercher, analyser, évaluer l'information et créer des contenus médiatiques à l’aide d’outils adéquats, de manière citoyenne et responsable.","Pesquisar, analisar, avaliar informações e criar conteúdos mediáticos utilizando ferramentas adequadas, de forma cidadã e responsável.",translated,,document curricular,candidate,
EVID_SUICA_Q11_CH_001_P0004_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q11,RESP_SUICA_Q11_20260912T144840Z,Q11,C11,UNESCO_GCED_2015,suica,CH_001,CH_001__CH_001.md,4,4,5,fr,"Analyse de certains usages du numérique, opportuns ou à risques, et de leur impact sur l’identité numérique.","Análise de alguns usos do digital, oportunos ou de risco, e de seu impacto na identidade digital.",translated,,document curricular,candidate,
EVID_SUICA_Q12_CH_002_P0007_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q12,RESP_SUICA_Q12_20260912T144840Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_002,CH_002__CH_002.md,7,7,6,it,"la figura del DRD venga dunque sostituita da quella del Docente Tutor, poter disporre di un ruolo del genere nelle scuole comunali è di strategica importanza. Ciò permetterà di continuare ad avere una figura di riferimento per i docenti, per l’ideazione di progetti di classe e attività didattiche focalizzate sull’esercizio e lo sviluppo della competenza Tecnologia e Media auspicata nel Piano di studio.","a figura do DRD será, portanto, substituída pela do Docente Tutor, dispor de um papel desse tipo nas escolas municipais é de importância estratégica. Isso permitirá continuar a ter uma figura de referência para os docentes, para a concepção de projetos de classe e atividades didáticas focadas no exercício e desenvolvimento da competência em Tecnologia e Mídia prevista no Plano de estudos.",translated,,supporting,candidate,
EVID_SUICA_Q12_CH_002_P0008_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q12,RESP_SUICA_Q12_20260912T144840Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_002,CH_002__CH_002.md,8,8,8,it,"Per la Scuola media si propone che ai Consigli di classe venga affidato il compito di sviluppare progetti multidisciplinari e trasversali tesi a esercitare e rinforzare la competenza Tecnologia e media, con il supporto e la coordinazione del DTMT.","Para a escola média, propõe-se que aos Conselhos de classe seja atribuída a tarefa de desenvolver projetos multidisciplinares e transversais destinados a exercitar e reforçar a competência em Tecnologia e Mídia, com o apoio e a coordenação do DTMT.",translated,,supporting,candidate,
EVID_SUICA_Q13_CH_001_P0001_001,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q13,RESP_SUICA_Q13_20260912T144840Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_001,CH_001__CH_001.md,1,1,"en33_per_education numerique_suíça francófona — plan d’études romand, éducation numérique",fr,"Développer des compétences d’utilisation efficiente et responsable des environnements de communication, de collaboration et d’édition numériques.","Desenvolver competências de utilização eficiente e responsável dos ambientes de comunicação, colaboração e edição digitais.",translated,,document,candidate,
EVID_SUICA_Q13_CH_003_P0001_002,RUN_SUICA_20260912T144840Z,RUN_SUICA_20260912T144840Z_Q13,RESP_SUICA_Q13_20260912T144840Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,suica,CH_003,CH_003__CH_003.md,1,1,Modullehrplan  | Medien und Informatik | Strukturelle und inhaltliche Hinweise,de,"Die Verantwortung, diese Anwendungskompetenz zu vermitteln, liegt bei der Lehrperson, welche den entsprechenden Fachbereich unterrichtet.",A responsabilidade de transmitir essa competência prática cabe ao professor que ensina a área correspondente.,translated,,document,candidate,
