evidence_id,run_id,question_run_id,response_id,question_id,category_id,framework,country,document_id,document_title,page_start,page_end,chunk_id,source_language,source_text,translated_text_pt,translation_status,semantic_score,evidence_classification,validation_status,review_notes
EVID_BRASIL_Q05_BR_012_P0024_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q05,RESP_BRASIL_Q05_20260912T140932Z,Q05,C05,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_012,brasil_parecer-cne-ceb-2_bncc-computacao_2022,24,25,1,portuguese,"Competência geral nº 5: Compreender, utilizar e criar tecnologias digitais de informação e comunicação de forma crítica, significativa, reflexiva e ética nas diversas práticas sociais (incluindo as escolares) para se comunicar, acessar e disseminar informações, produzir conhecimentos, resolver problemas e exercer protagonismo e autoria na vida pessoal e coletiva.","Competência geral nº 5: Compreender, utilizar e criar tecnologias digitais de informação e comunicação de forma crítica, significativa, reflexiva e ética nas diversas práticas sociais (incluindo as escolares) para se comunicar, acessar e disseminar informações, produzir conhecimentos, resolver problemas e exercer protagonismo e autoria na vida pessoal e coletiva.",not_needed,,supporting,candidate,
EVID_BRASIL_Q05_BR_007_PNA_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q05,RESP_BRASIL_Q05_20260912T140932Z,Q05,C05,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_007,BR_007,,,1,portuguese,"a competência geral número 5 explicita a necessidade de trabalhar com o tema de tecnologias digitais de informação e comunicação (TDICs), colocando os/as estudantes como aprendizes ativos e criativos – e não apenas consumidores passivos de tecnologias.","a competência geral número 5 explicita a necessidade de trabalhar com o tema de tecnologias digitais de informação e comunicação (TDICs), colocando os/as estudantes como aprendizes ativos e criativos – e não apenas consumidores passivos de tecnologias.",not_needed,,supporting,candidate,
EVID_BRASIL_Q06_BR_019_PNA_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q06,RESP_BRASIL_Q06_20260912T140932Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_019,BR_019__BR_019.md,,,0,pt,"Para investigar causas, elaborar e testar hipóteses, formular e resolver problemas e criar soluções (inclusive tecnológicas) com base nos conhecimentos das diferentes áreas.","Para investigar causas, elaborar e testar hipóteses, formular e resolver problemas e criar soluções (inclusive tecnológicas) com base nos conhecimentos das diferentes áreas.",not_needed,,foundational,candidate,
EVID_BRASIL_Q06_BR_004_P0477_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q06,RESP_BRASIL_Q06_20260912T140932Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_004,BR_004__BR_004.md,477,477,BR_004_p0477_c001,pt,"utilizar, propor e/ou implementar soluções (processos e produtos) envolvendo diferentes tecnologias, para identificar, analisar, modelar e solucionar problemas complexos em diversas áreas da vida cotidiana, explorando de forma efetiva o raciocínio lógico, o pensamento computacional, o espírito de investigação e a criatividade.","utilizar, propor e/ou implementar soluções (processos e produtos) envolvendo diferentes tecnologias, para identificar, analisar, modelar e solucionar problemas complexos em diversas áreas da vida cotidiana, explorando de forma efetiva o raciocínio lógico, o pensamento computacional, o espírito de investigação e a criatividade.",not_needed,,foundational,candidate,
EVID_BRASIL_Q07_BR_005_P0010_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q07,RESP_BRASIL_Q07_20260912T140932Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_005,BR_005__BR_005.md,10,10,1,pt,"Fazer e promover o uso ético das tecnologias digitais considerando usar e aplicar, por exemplo, elementos de direitos autorais e de imagem, boas práticas de uso da internet, reflexões sobre cyberbullying, crimes digitais, bem como o impacto do uso excessivo das tecnologias digitais na saúde mental e no bem-estar, incentivando um equilíbrio entre o tempo on-line e off-line.","Fazer e promover o uso ético das tecnologias digitais considerando usar e aplicar, por exemplo, elementos de direitos autorais e de imagem, boas práticas de uso da internet, reflexões sobre cyberbullying, crimes digitais, bem como o impacto do uso excessivo das tecnologias digitais na saúde mental e no bem-estar, incentivando um equilíbrio entre o tempo on-line e off-line.",not_needed,N/A,support,candidate,
EVID_BRASIL_Q07_BR_010_P0027_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q07,RESP_BRASIL_Q07_20260912T140932Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_010,BR_010__BR_010.md,27,27,2,pt,"Desenvolve e compartilha materiais educativos sobre o uso responsável das tecnologias digitais e a aplicação de diferentes tipos de licença. Lidera iniciativas para conscientização sobre direitos autorais na comunidade escolar e compartilha recursos e conteúdos produzidos em comunidades de professores, promovendo o acesso livre ao conhecimento e fortalecendo a responsabilidade digital coletiva.","Desenvolve e compartilha materiais educativos sobre o uso responsável das tecnologias digitais e a aplicação de diferentes tipos de licença. Lidera iniciativas para conscientização sobre direitos autorais na comunidade escolar e compartilha recursos e conteúdos produzidos em comunidades de professores, promovendo o acesso livre ao conhecimento e fortalecendo a responsabilidade digital coletiva.",not_needed,N/A,support,candidate,
EVID_BRASIL_Q07_BR_005_P0027_003,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q07,RESP_BRASIL_Q07_20260912T140932Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_005,BR_005__BR_005.md,27,27,3,pt,"Aplica práticas de segurança digital de maneira mais consistente e orienta os estudantes sobre como proteger sua privacidade on-line. Utiliza e promove ferramentas de proteção de dados dentro do ambiente de aprendizagem, como softwares antivírus.","Aplica práticas de segurança digital de maneira mais consistente e orienta os estudantes sobre como proteger sua privacidade on-line. Utiliza e promove ferramentas de proteção de dados dentro do ambiente de aprendizagem, como softwares antivírus.",not_needed,N/A,support,candidate,
EVID_BRASIL_Q08_BR_010_P0010_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q08,RESP_BRASIL_Q08_20260912T140932Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_010,BR_010__BR_010.md,10,10,0,pt,"Identificar tecnologias assistivas e softwares específicos para promover a inclusão de estudantes com diferenças, dificuldades, transtornos e/ou deficiências.","Identificar tecnologias assistivas e softwares específicos para promover a inclusão de estudantes com diferenças, dificuldades, transtornos e/ou deficiências.",not_needed,1,supporting,candidate,
EVID_BRASIL_Q08_BR_018_P0004_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q08,RESP_BRASIL_Q08_20260912T140932Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_018,BR_018__BR_018.md,4,4,0,pt,"As escolas devem mapear os estudantes que necessitam usar dispositivos digitais como tecnologias assistivas ou para atendimento a condições de saúde, garantindo que haja suporte adequado.","As escolas devem mapear os estudantes que necessitam usar dispositivos digitais como tecnologias assistivas ou para atendimento a condições de saúde, garantindo que haja suporte adequado.",not_needed,1,supporting,candidate,
EVID_BRASIL_Q08_BR_015_P0003_003,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q08,RESP_BRASIL_Q08_20260912T140932Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_015,BR_015__BR_015.md,3,3,0,pt,"adoção de critérios de acessibilidade, com atenção especial à inclusão dos estudantes com deficiência;","adoção de critérios de acessibilidade, com atenção especial à inclusão dos estudantes com deficiência;",not_needed,1,supporting,candidate,
EVID_BRASIL_Q09_BR_008_P0006_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q09,RESP_BRASIL_Q09_20260912T140932Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_008,BR_008__BR_008.md,6,10,6,pt,"Ela permite o desenvolvimento do lado criativo do estudante e a construção de uma cidadania digital ativa, capaz de interferir e criar soluções computacionais éticas para problemas de sua comunidade. O eixo de computação é, no entanto, o mais desafiador para os docentes, pois exige alguns conhecimentos técnicos, a depender da disciplina do/da professor/a.","Ela permite o desenvolvimento do lado criativo do estudante e a construção de uma cidadania digital ativa, capaz de interferir e criar soluções computacionais éticas para problemas de sua comunidade. O eixo de computação é, no entanto, o mais desafiador para os docentes, pois exige alguns conhecimentos técnicos, a depender da disciplina do/da professor/a.",not_needed,,supporting,candidate,
EVID_BRASIL_Q09_BR_008_P0010_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q09,RESP_BRASIL_Q09_20260912T140932Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_008,BR_008__BR_008.md,10,10,6,pt,"Neste sentido, a perspectiva do que tem se desenvolvido sobre educação digital e midiática é fundamental para consolidar os conhecimentos e competências relativas ao ambiente informacional, midiático e tecnológico contemporâneo.","Neste sentido, a perspectiva do que tem se desenvolvido sobre educação digital e midiática é fundamental para consolidar os conhecimentos e competências relativas ao ambiente informacional, midiático e tecnológico contemporâneo.",not_needed,,supporting,candidate,
EVID_BRASIL_Q10_BR_018_P0011_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q10,RESP_BRASIL_Q10_20260912T140932Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_018,BR_018__BR_018.md,11,12,BR_018_p0011_c001,português,"A construção do currículo dos Anos Finais do Ensino Fundamental deverá incluir: a educação digital e midiática crítica e criativa; o desenvolvimento do pensamento complexo e da programação; e a educação digital e midiática voltada às demandas da juventude, e a reflexão sobre cidadania digital e participação social.","A construção do currículo dos Anos Finais do Ensino Fundamental deverá incluir: a educação digital e midiática crítica e criativa; o desenvolvimento do pensamento complexo e da programação; e a educação digital e midiática voltada às demandas da juventude, e a reflexão sobre cidadania digital e participação social.",not_needed,,supportive,candidate,
EVID_BRASIL_Q10_BR_018_P0024_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q10,RESP_BRASIL_Q10_20260912T140932Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_018,BR_018__BR_018.md,24,25,3,português,O Ensino Médio é a etapa onde as competências digitais e midiáticas aparecem de maneira vasta. Os conhecimentos demandados tornam-se mais interdisciplinares e o pensamento computacional é mais desenvolvido. A capacidade crítica e a autonomia no uso das mídias e tecnologias digitais são desenvolvidas em todas as áreas.,O Ensino Médio é a etapa onde as competências digitais e midiáticas aparecem de maneira vasta. Os conhecimentos demandados tornam-se mais interdisciplinares e o pensamento computacional é mais desenvolvido. A capacidade crítica e a autonomia no uso das mídias e tecnologias digitais são desenvolvidas em todas as áreas.,not_needed,,supportive,candidate,
EVID_BRASIL_Q11_BR_004_P0580_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q11,RESP_BRASIL_Q11_20260912T140932Z,Q11,C11,UNESCO_GCED_2015,brasil,BR_004,BR_004__BR_004.md,580,581,EM13CHS601,pt,"A construção da cidadania é um exercício contínuo, dinâmico e que demanda a participação de todos para assegurar seus direitos e fazer cumprir deveres pactuados por princípios constitucionais e de respeito aos direitos humanos. Assim, para que os estudantes compreendam a importância de sua participação e sejam estimulados a atuar como cidadãos responsáveis e críticos, essa competência específica propõe que percebam o papel da política na vida pública, discutam a natureza e as funções do Estado e o papel de diferentes sujeitos e organismos no funcionamento social, e analisem experiências políticas à luz de conceitos políticos básicos.","A construção da cidadania é um exercício contínuo, dinâmico e que demanda a participação de todos para assegurar seus direitos e fazer cumprir deveres pactuados por princípios constitucionais e de respeito aos direitos humanos. Assim, para que os estudantes compreendam a importância de sua participação e sejam estimulados a atuar como cidadãos responsáveis e críticos, essa competência específica propõe que percebam o papel da política na vida pública, discutam a natureza e as funções do Estado e o papel de diferentes sujeitos e organismos no funcionamento social, e analisem experiências políticas à luz de conceitos políticos básicos.",not_needed,,curricular,candidate,
EVID_BRASIL_Q12_BR_008_P0050_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q12,RESP_BRASIL_Q12_20260912T140932Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_008,BR_008__BR_008.md,50,50,1,pt,"O assessoramento concentra suas ações nos eixos “Competências e Formação” e “Currículo” da ENEC, com o objetivo de apoiar o desenvolvimento das competências digitais dos professores para o uso intencional e pedagógico das tecnologias digitais e promover a integração da Educação Digital e Midiática ao currículo escolar.","O assessoramento concentra suas ações nos eixos “Competências e Formação” e “Currículo” da ENEC, com o objetivo de apoiar o desenvolvimento das competências digitais dos professores para o uso intencional e pedagógico das tecnologias digitais e promover a integração da Educação Digital e Midiática ao currículo escolar.",not_needed,,supportive,candidate,
EVID_BRASIL_Q12_BR_018_P0012_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q12,RESP_BRASIL_Q12_20260912T140932Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_018,BR_018__BR_018.md,12,12,1,pt,"Os sistemas de ensino e as instituições de todas as etapas e modalidades de ensino devem definir e implementar estratégias de formação continuada dos professores, funcioná-rios e demais profissionais da educação e das equipes de gestão escolar que atuam na Educação Básica, focadas no aprofundamento e ampliação de seus saberes, habilidades e competências e no fortalecimento da identidade profissional para a implementação da educação digital e midiática e uso pedagógico intencional dos dispositivos digitais.","Os sistemas de ensino e as instituições de todas as etapas e modalidades de ensino devem definir e implementar estratégias de formação continuada dos professores, funcionários e demais profissionais da educação e das equipes de gestão escolar que atuam na Educação Básica, focadas no aprofundamento e ampliação de seus saberes, habilidades e competências e no fortalecimento da identidade profissional para a implementação da educação digital e midiática e uso pedagógico intencional dos dispositivos digitais.",not_needed,,supportive,candidate,
EVID_BRASIL_Q12_BR_010_P0006_003,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q12,RESP_BRASIL_Q12_20260912T140932Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_010,BR_010__BR_010.md,6,6,1,pt,A formação de professores para o uso de tecnologias digitais na educação representa um desafio para as redes de ensino no Brasil e integra as dimensões necessárias para uma política de inovação e tecnologia na educação.,A formação de professores para o uso de tecnologias digitais na educação representa um desafio para as redes de ensino no Brasil e integra as dimensões necessárias para uma política de inovação e tecnologia na educação.,not_needed,,supportive,candidate,
EVID_BRASIL_Q13_BR_004_P0477_001,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q13,RESP_BRASIL_Q13_20260912T140932Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_004,BR_004__BR_004.md,477,479,1,pt,"Assim, na formação geral básica, os currículos e as propostas pedagógicas devem garantir as aprendizagens essenciais definidas na BNCC. Conforme as DCNEM/2018, devem contemplar, sem prejuízo da integração e articulação das diferentes áreas do conhecimento, estudos e práticas de: I - língua portuguesa, assegurada às comunidades indígenas, também, a utilização das respectivas línguas maternas; II - matemática; III - conhecimento do mundo físico e natural e da realidade social e política, especialmente do Brasil; IV - arte, especialmente em suas expressões regionais, desenvolvendo as linguagens das artes visuais, da dança, da música e do teatro; V - educação física, com prática facultativa ao estudante nos casos previstos em Lei; VI - história do Brasil e do mundo, levando em conta as contribuições das diferentes culturas e etnias para a formação do povo brasileiro, especialmente das matrizes indígena, africana e europeia; VII - história e cultura afro-brasileira e indígena, em especial nos estudos de arte e de literatura e história brasileiras; VIII - sociologia e filosofia; IX - língua inglesa, podendo ser oferecidas outras línguas estrangeiras, em caráter optativo, preferencialmente o espanhol, de acordo com a disponibilidade da instituição ou rede de ensino.","Assim, na formação geral básica, os currículos e as propostas pedagógicas devem garantir as aprendizagens essenciais definidas na BNCC. Conforme as DCNEM/2018, devem contemplar, sem prejuízo da integração e articulação das diferentes áreas do conhecimento, estudos e práticas de: I - língua portuguesa, assegurada às comunidades indígenas, também, a utilização das respectivas línguas maternas; II - matemática; III - conhecimento do mundo físico e natural e da realidade social e política, especialmente do Brasil; IV - arte, especialmente em suas expressões regionais, desenvolvendo as linguagens das artes visuais, da dança, da música e do teatro; V - educação física, com prática facultativa ao estudante nos casos previstos em Lei; VI - história do Brasil e do mundo, levando em conta as contribuições das diferentes culturas e etnias para a formação do povo brasileiro, especialmente das matrizes indígena, africana e europeia; VII - história e cultura afro-brasileira e indígena, em especial nos estudos de arte e de literatura e história brasileiras; VIII - sociologia e filosofia; IX - língua inglesa, podendo ser oferecidas outras línguas estrangeiras, em caráter optativo, preferencialmente o espanhol, de acordo com a disponibilidade da instituição ou rede de ensino.",not_needed,1,supporting,candidate,
EVID_BRASIL_Q13_BR_003_P0550_002,RUN_BRASIL_20260912T140932Z,RUN_BRASIL_20260912T140932Z_Q13,RESP_BRASIL_Q13_20260912T140932Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,brasil,BR_003,BR_003__BR_003.md,550,551,2,pt,"Na área de Ciências da Natureza, os conhecimentos conceituais são sistematizados em leis, teorias e modelos. A elaboração, a interpretação e a aplicação de modelos explicativos para fenômenos naturais e sistemas tecnológicos são aspectos fundamentais do fazer científico, bem como a identificação de regularidades, invariantes e transformações. Portanto, no Ensino Médio, o desenvolvimento do pensamento científico envolve aprendizagens específicas, com vistas a sua aplicação em contextos diversos.","Na área de Ciências da Natureza, os conhecimentos conceituais são sistematizados em leis, teorias e modelos. A elaboração, a interpretação e a aplicação de modelos explicativos para fenômenos naturais e sistemas tecnológicos são aspectos fundamentais do fazer científico, bem como a identificação de regularidades, invariantes e transformações. Portanto, no Ensino Médio, o desenvolvimento do pensamento científico envolve aprendizagens específicas, com vistas a sua aplicação em contextos diversos.",not_needed,1,supporting,candidate,
