evidence_id,run_id,question_run_id,response_id,question_id,category_id,framework,country,document_id,document_title,page_start,page_end,chunk_id,source_language,source_text,translated_text_pt,translation_status,semantic_score,evidence_classification,validation_status,review_notes
EVID_QUENIA_Q07_KE_001_P0116_002,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q07,RESP_QUENIA_Q07_20260912T143913Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,116,116,6,en,This aims at ensuring that the assessment process does not disadvantage any learner and learning outcomes can be achieved through a range of strategies. Assessment should reflect an inclusive view of society and respect for diversity.,Isso visa garantir que o processo de avaliação não desavantaje nenhum aluno e que os resultados de aprendizagem possam ser alcançados por meio de uma variedade de estratégias. A avaliação deve refletir uma visão inclusiva da sociedade e respeitar a diversidade.,translated,,supportive,candidate,
EVID_QUENIA_Q08_KE_001_P0108_001,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q08,RESP_QUENIA_Q08_20260912T143913Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,108,109,3,en,Digital literacy shall be integrated in all learning areas.,A literacia digital deve ser integrada em todas as áreas de aprendizado.,not_needed,high,relevant,candidate,
EVID_QUENIA_Q08_KE_001_P0025_002,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q08,RESP_QUENIA_Q08_20260912T143913Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,25,25,6,en,"Digital literacy can be described as having the knowledge, skills and behaviours which are necessary to effectively and safely use a wide range of digital content and devices.","A literacia digital pode ser descrita como ter o conhecimento, as habilidades e os comportamentos que são necessários para usar de forma eficaz e segura uma ampla gama de conteúdos e dispositivos digitais.",translated,high,important,candidate,
EVID_QUENIA_Q08_KE_002_P0023_003,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q08,RESP_QUENIA_Q08_20260912T143913Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_002,KENYA INSTITUTE OF CURRICULUM DEVELOPMENT - STANDARDS FOR COMPETENCE BASED DIGITAL COURSE MATERIALS,23,23,5,en,Digital Literacy.,Letramento Digital.,not_needed,medium,relevant,candidate,
EVID_QUENIA_Q09_KE_001_P0132_001,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q09,RESP_QUENIA_Q09_20260912T143913Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,KE_001__KE_001.md,132,132,0,en,"Curriculum reform will lead to a teacher education curriculum which produces teachers who understand and promote inclusivity, and who are endowed with the following capacities: ... Communicating, collaborating, and ensuring a just society through the application of knowledge and technology.","A reformulação do currículo levará a um currículo de educação de professores que produz professores que entendem e promovem a inclusão, e que possuem as seguintes capacidades: ... Comunicar, colaborar e garantir uma sociedade justa através da aplicação de conhecimento e tecnologia.",translated,,support,candidate,
EVID_QUENIA_Q09_KE_001_P0134_002,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q09,RESP_QUENIA_Q09_20260912T143913Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,KE_001__KE_001.md,134,134,2,en,"ICTs have the potential to enhance teaching and learning through: ... Offering opportunities for quick, easy and near real time reports and communication to and from the different sectors is possible through various ICTs.","As TICs têm o potencial de melhorar o ensino e a aprendizagem através: ... Oferecendo oportunidades para relatórios rápidos, fáceis e quase em tempo real e comunicação de e para os diferentes setores é possível através de várias TICs.",translated,,support,candidate,
EVID_QUENIA_Q10_KE_001_P0132_001,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q10,RESP_QUENIA_Q10_20260912T143913Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,132,135,0,en,"Community service learning is a teaching and learning strategy that integrates meaningful community service with instruction and reflection to enrich the learning experience, teach civic responsibility and strengthen community participation.","O aprendizado baseado em serviço comunitário é uma estratégia de ensino e aprendizado que integra serviços comunitários significativos com instrução e reflexão para enriquecer a experiência de aprendizado, ensinar responsabilidade cívica e fortalecer a participação da comunidade.",translated,,supportive,candidate,
EVID_QUENIA_Q10_KE_001_P0025_002,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q10,RESP_QUENIA_Q10_20260912T143913Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,25,25,5,en,"Digital literacy can be described as having the knowledge, skills and behaviours which are necessary to effectively and safely use a wide range of digital content and devices.","A alfabetização digital pode ser descrita como ter o conhecimento, habilidades e comportamentos que são necessários para usar de forma eficaz e segura uma ampla gama de conteúdo e dispositivos digitais.",translated,,supportive,candidate,
EVID_QUENIA_Q10_KE_002_P0022_003,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q10,RESP_QUENIA_Q10_20260912T143913Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_002,KE_002,22,23,4,en,Critical Thinking and Problem Solving; Imagination and Creativity; Digital Literacy; Communication and Collaboration.,Pensamento Crítico e Resolução de Problemas; Imaginação e Criatividade; Alfabetização Digital; Comunicação e Colaboração.,translated,,supportive,candidate,
EVID_QUENIA_Q11_KE_002_P0024_001,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q11,RESP_QUENIA_Q11_20260912T143913Z,Q11,C11,UNESCO_GCED_2015,quenia,KE_002,KE_002__KE_002.md,24,24,KE_002_p0024_c001,en,"Global Citizenship; Peace Education, Integrity, ethnic and racial relations, social cohesion, patriotism and good governance, child’s rights and, child care and protection","Cidadania Global; Educação para a Paz, integridade, relações étnicas e raciais, coesão social, patriotismo e boa governança, direitos da criança e, cuidado e proteção infantil.",translated,,supporting,candidate,
EVID_QUENIA_Q12_KE_001_P0134_001,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q12,RESP_QUENIA_Q12_20260912T143913Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,134,134,6,en,"Due to the added value of ICT in learning, all teachers and students should use ICT to support and enrich their teaching and learning activities. ICT is a way of life in the knowledge society and digital era. Education content design, development and delivery should utilize ICT to ensure relevance and synchronized to people’s life style.","Devido ao valor agregado da TIC na aprendizagem, todos os professores e alunos devem usar TIC para apoiar e enriquecer suas atividades de ensino e aprendizagem. A TIC é uma parte da vida na sociedade do conhecimento e na era digital. O design, desenvolvimento e entrega do conteúdo educacional devem utilizar a TIC para garantir relevância e sincronização com o estilo de vida das pessoas.",translated,,strong,candidate,
EVID_QUENIA_Q12_KE_001_P0132_002,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q12,RESP_QUENIA_Q12_20260912T143913Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_001,Basic Education Curriculum Framework,132,132,4,en,The reformed teacher education curriculum will provide the best means of creating a new generation of world class teachers who will ensure the successful implementation of inclusive policies and practices.,O currículo reformado de formação de professores fornecerá os melhores meios de criar uma nova geração de professores de classe mundial que garantirão a implementação bem-sucedida de políticas e práticas inclusivas.,translated,,strong,candidate,
EVID_QUENIA_Q13_KE_002_P0022_001,RUN_QUENIA_20260912T143913Z,RUN_QUENIA_20260912T143913Z_Q13,RESP_QUENIA_Q13_20260912T143913Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,quenia,KE_002,KE_002__KE_002.md,22,22,KE_002_p0022_c001,en,"Appendix 4: Core Competencies for CBC

1. Communication and Collaboration
2. Critical Thinking and Problem Solving
3. Imagination and Creativity
4. Citizenship
5. Digital Literacy
6. Learning to Learn
7. Self - Efficacy","Apêndice 4: Competências Centrais para CBC

1. Comunicação e Colaboração
2. Pensamento Crítico e Resolução de Problemas
3. Imaginação e Criatividade
4. Cidadania
5. Alfabetização Digital
6. Aprender a Aprender
7. Autoeficácia",translated,,core_competencies,candidate,
