evidence_id,run_id,question_run_id,response_id,question_id,category_id,framework,country,document_id,document_title,page_start,page_end,chunk_id,source_language,source_text,translated_text_pt,translation_status,semantic_score,evidence_classification,validation_status,review_notes
EVID_EUA_Q06_US_001_P0149_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q06,RESP_EUA_Q06_20260912T142218Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,149,149,1,en,"To realize the vision described in this framework and to ensure that all students can become proficient users of computer science knowledge and practice, the practices and concepts should be integrated in the standards, as well as in curriculum and instruction. Previous sets of education standards in many different disciplines included separate practice and content standards. However, because teachers and curriculum designers were more familiar and comfortable with the content standards, the practice standards were very rarely implemented.","Para realizar a visão descrita neste framework e garantir que todos os alunos possam se tornar usuários proficientes do conhecimento e da prática da ciência da computação, as práticas e os conceitos devem ser integrados nos padrões, bem como no currículo e na instrução. Conjuntos anteriores de padrões educacionais em muitas disciplinas diferentes incluíam padrões de prática e de conteúdo separados. No entanto, porque os professores e os designers de currículo estavam mais familiarizados e confortáveis com os padrões de conteúdo, os padrões de prática eram muito raramente implementados.",translated,,supportive,candidate,
EVID_EUA_Q06_US_001_P0149_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q06,RESP_EUA_Q06_20260912T142218Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,149,149,4,en,"More important, part of the vision for computer science education is that students will become proficient at using and applying knowledge—not just memorizing it. If application and deep understanding is indeed the goal, education standards should be written to reflect that goal. By combining a practice with each concept statement to create a standard, the resulting standards more closely describe the behavior, abilities, and deep knowledge we want students to have.","Mais importante, parte da visão para a educação em ciência da computação é que os alunos se tornem proficientes em usar e aplicar o conhecimento—não apenas memorizá-lo. Se a aplicação e a compreensão profunda são de fato o objetivo, os padrões educacionais devem ser redigidos para refletir esse objetivo. Ao combinar uma prática com cada declaração de conceito para criar um padrão, os padrões resultantes descrevem mais de perto o comportamento, as habilidades e o conhecimento profundo que desejamos que os alunos tenham.",translated,,supportive,candidate,
EVID_EUA_Q07_US_001_P0093_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q07,RESP_EUA_Q07_20260912T142218Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,93,93,US_001_p0093_c001,en,Articulate ideas responsibly by observing intellectual property rights and giving appropriate attribution.,"Articular ideias de forma responsável, observando os direitos de propriedade intelectual e dando a devida atribuição.",translated,0.9,ethical considerations,candidate,
EVID_EUA_Q07_US_001_P0116_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q07,RESP_EUA_Q07_20260912T142218Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,116,116,6,en,Ethical complications arise from the opportunities provided by computing.,Complicações éticas surgem das oportunidades proporcionadas pela computação.,translated,0.85,ethical issues,candidate,
EVID_EUA_Q07_US_001_P0093_003,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q07,RESP_EUA_Q07_20260912T142218Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,93,93,1,en,"Computing technologies influence, and are influenced by, cultural practices.",As tecnologias computacionais influenciam e são influenciadas por práticas culturais.,translated,0.88,cultural impact,candidate,
EVID_EUA_Q08_US_001_P0039_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q08,RESP_EUA_Q08_20260912T142218Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,39,39,0,en,"Equity is particularly apparent in the Impacts of Computing core concept, as the overview states, ""An informed and responsible person should understand the social implications of the digital world, including equity and access to computing.""","A equidade é particularmente evidente no conceito central de Impactos da Computação, como afirma o resumo: ""Uma pessoa informada e responsável deve entender as implicações sociais do mundo digital, incluindo equidade e acesso à computação.""",translated,,factual,candidate,
EVID_EUA_Q08_US_001_P0039_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q08,RESP_EUA_Q08_20260912T142218Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,39,39,0,en,"Considerations of equity are included in many of the practices, but it is the main focus of the first core practice. The practice Fostering an Inclusive Computing Culture is dedicated to equity, inclusion, and diversity.","As considerações de equidade estão incluídas em muitas das práticas, mas é o foco principal da primeira prática central. A prática de Promover uma Cultura de Computação Inclusiva é dedicada à equidade, inclusão e diversidade.",translated,,factual,candidate,
EVID_EUA_Q09_US_001_P0057_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q09,RESP_EUA_Q09_20260912T142218Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,57,58,0,en,"The framework's subconcepts provide a focal point for these learning progressions to connect learning across grades and articulate the essential ideas under each core concept (Hess, 2008).","Os subconceitos da estrutura oferecem um ponto focal para essas progressões de aprendizado, conectando o aprendizado entre as séries e articulando as ideias essenciais sob cada conceito central (Hess, 2008).",translated,,supporting,candidate,
EVID_EUA_Q09_US_001_P0057_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q09,RESP_EUA_Q09_20260912T142218Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,57,57,0,en,"The selection of core concepts and subconcepts was informed by related K–12 computer science documents, including the ACM Model K–12 Curriculum (Tucker et al., 2006); the CSTA 2011 standards; the Advanced Placement® Computer Science Principles curriculum framework (College Board, 2016); the Denning Institute’s Great Principles of Computing (Denning & Martell, 2015); and international frameworks, such as the United Kingdom’s national computing program of study (England Department for Education, 2013).","A seleção de conceitos centrais e subconceitos foi informada por documentos relacionados à ciência da computação K-12, incluindo o Modelo de Currículo K-12 da ACM (Tucker et al., 2006); os padrões CSTA 2011; o framework do currículo de Princípios de Ciência da Computação da Advanced Placement® (College Board, 2016); os Grandes Princípios da Computação do Instituto Denning (Denning & Martell, 2015); e frameworks internacionais, como o programa nacional de estudo de computação do Reino Unido (Departamento de Educação da Inglaterra, 2013).",translated,,supporting,candidate,
EVID_EUA_Q10_US_001_P0281_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q10,RESP_EUA_Q10_20260912T142218Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,US_001__US_001.md,281,281,5,en,these four tenets—and the constructionist framework more generally—elucidate opportunities for computer science education to expand beyond technical skill development and content knowledge acquisition.,esses quatro princípios — e o quadro de construção mais geralmente — elucidam oportunidades para a educação em ciência da computação se expandir além do desenvolvimento de habilidades técnicas e aquisição de conhecimento.,translated,,supportive,candidate,
EVID_EUA_Q10_US_001_P0207_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q10,RESP_EUA_Q10_20260912T142218Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,US_001__US_001.md,207,207,2,en,"educators provide a way for children to become active participants in digital societies, which ultimately will better position them to become thinkers, creators, and leaders in our increasingly digital world.","os educadores oferecem uma maneira para que as crianças se tornem participantes ativas em sociedades digitais, o que, em última análise, as posicionará melhor para se tornarem pensadores, criadores e líderes em nosso mundo cada vez mais digital.",translated,,supportive,candidate,
EVID_EUA_Q11_US_001_P0218_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q11,RESP_EUA_Q11_20260912T142218Z,Q11,C11,UNESCO_GCED_2015,eua,US_001,K–12 Computer Science Framework,218,218,6,en,"Cultivate working relationships with individuals possessing diverse perspectives, skills, and personalities.","Cultivar relacionamentos de trabalho com indivíduos que possuem perspectivas, habilidades e personalidades diversas.",translated,0.9,supportive,candidate,
EVID_EUA_Q11_US_001_P0115_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q11,RESP_EUA_Q11_20260912T142218Z,Q11,C11,UNESCO_GCED_2015,eua,US_001,K–12 Computer Science Framework,115,115,7,en,"Computing technology allows for local and global collaboration. By facilitating communication and innovation, computing influences many social institutions such as family, education, religion, and the economy.","A tecnologia de computação permite a colaboração local e global. Ao facilitar a comunicação e a inovação, a computação influencia muitas instituições sociais, como família, educação, religião e economia.",translated,0.95,supportive,candidate,
EVID_EUA_Q12_US_001_P0151_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q12,RESP_EUA_Q12_20260912T142218Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,151,151,4,en,Making intentional connections between computer science standards and academic standards in other disciplines will help teachers understand how computer science can connect with their implementation of standards in other subjects and promote more coherent education experiences for students.,Fazer conexões intencionais entre os padrões de ciência da computação e os padrões acadêmicos em outras disciplinas ajudará os professores a entender como a ciência da computação pode se conectar com a implementação de padrões em outras disciplinas e promover experiências educacionais mais coerentes para os alunos.,translated,,supporting,candidate,
EVID_EUA_Q12_US_001_P0140_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q12,RESP_EUA_Q12_20260912T142218Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,K–12 Computer Science Framework,140,141,3,en,High-quality standards prioritize the concepts and skills that should be acquired by students. A sharpened focus helps ensure that the knowledge and skills students are expected to learn are important and manageable in any given grade or course.,Padrões de alta qualidade priorizam os conceitos e habilidades que os alunos devem adquirir. Um foco aprimorado ajuda a garantir que o conhecimento e as habilidades que os alunos devem aprender são importantes e gerenciáveis em qualquer série ou curso.,translated,,supporting,candidate,
EVID_EUA_Q13_US_001_P0039_001,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q13,RESP_EUA_Q13_20260912T142218Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,US_001__US_001.md,39,39,0,en,Equity is woven throughout the concept statements.,A equidade está entrelaçada ao longo das declarações de conceito.,translated,,concept,candidate,
EVID_EUA_Q13_US_001_P0046_002,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q13,RESP_EUA_Q13_20260912T142218Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,US_001__US_001.md,46,46,4,en,"A focus on equity, inclusion, and diversity in all aspects of computer science education will ensure that implementation efforts remain true to the framework’s vision of computer science for all students.","Um foco em equidade, inclusão e diversidade em todos os aspectos da educação em ciência da computação garantirá que os esforços de implementação permaneçam fiéis à visão do framework de ciência da computação para todos os estudantes.",translated,,competence,candidate,
EVID_EUA_Q13_US_001_P0039_003,RUN_EUA_20260912T142218Z,RUN_EUA_20260912T142218Z_Q13,RESP_EUA_Q13_20260912T142218Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,eua,US_001,US_001__US_001.md,39,39,0,en,"design and use of computing technologies and artifacts can improve, worsen, or maintain inequitable access to information and opportunities","o design e uso de tecnologias e artefatos computacionais podem melhorar, piorar ou manter o acesso desigual à informação e oportunidades",translated,,concept,candidate,
