evidence_id,run_id,question_run_id,response_id,question_id,category_id,framework,country,document_id,document_title,page_start,page_end,chunk_id,source_language,source_text,translated_text_pt,translation_status,semantic_score,evidence_classification,validation_status,review_notes
EVID_NOVA_ZELANDIA_Q06_NZ_001_P0010_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q06,RESP_NOVA_ZELANDIA_Q06_20260912T143655Z,Q06,C06,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,10,10,6,en,"As curriculum leaders, you: are mapping the progress outcomes across your school curriculum – this is helping to make connections across learning.","Como líderes curriculares, você: está mapeando os resultados de progresso em todo o currículo da sua escola - isso está ajudando a fazer conexões em toda a aprendizagem.",translated,,supportive,candidate,
EVID_NOVA_ZELANDIA_Q07_NZ_001_P0010_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q07,RESP_NOVA_ZELANDIA_Q07_20260912T143655Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,10,10,1,en,As school leaders have structured meaningful school and community collaboration in connection with developing your local curriculum and are prioritising technology learning. Your local curriculum is future-focused for learners thriving in a transforming digital world.,"Os líderes escolares estruturaram uma colaboração significativa entre a escola e a comunidade em conexão com o desenvolvimento de seu currículo local e estão priorizando o aprendizado em tecnologia. O currículo local é voltado para o futuro, para os alunos que prosperam em um mundo digital em transformação.",translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q07_NZ_001_P0014_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q07,RESP_NOVA_ZELANDIA_Q07_20260912T143655Z,Q07,C07,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,14,14,2,en,A digitally fluent person can decide when and why to use specific digital technologies to achieve a specific task or solve problems.,Uma pessoa digitalmente fluente pode decidir quando e por que usar tecnologias digitais específicas para realizar uma tarefa específica ou resolver problemas.,translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q08_NZ_001_P0010_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q08,RESP_NOVA_ZELANDIA_Q08_20260912T143655Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,10,10,7,en,As school leaders...structured meaningful school and community collaboration in connection with developing your local curriculum and are prioritising technology learning. Your local curriculum is future-focused for learners thriving in a transforming digital world.,Os líderes escolares... estruturaram colaboração significativa entre a escola e a comunidade em conexão com o desenvolvimento do currículo local e estão priorizando o aprendizado tecnológico. O currículo local é voltado para o futuro para os alunos que prosperam em um mundo digital em transformação.,translated,,supportive,candidate,
EVID_NOVA_ZELANDIA_Q08_NZ_001_P0008_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q08,RESP_NOVA_ZELANDIA_Q08_20260912T143655Z,Q08,C08,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,8,8,6,en,"Continuing to get into the detail of the curriculum content and growing your own understanding. As the school leader / leadership team, you:...have informed parents and whānau and the community about the change to the national curriculum...","Continuando a aprofundar nos detalhes do conteúdo curricular e ampliando seu próprio entendimento. Como líder escolar / equipe de liderança, você:...informou os pais e whānau e a comunidade sobre a mudança no currículo nacional...",translated,,supportive,candidate,
EVID_NOVA_ZELANDIA_Q09_NZ_001_P0006_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q09,RESP_NOVA_ZELANDIA_Q09_20260912T143655Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,6,6,NZ_001_p0006_c001,en,"We want to ensure that all of our tamariki and young people have the learning opportunities to gain the new specific technological skills and capabilities required for the future of work – an estimated 85% of jobs that will exist in 2030 haven’t been invented yet. But more than this, we want to support children and young people to develop a strong sense of digital citizenship as people relate to one another in a way unlike before.","Queremos garantir que todas as nossas crianças e jovens tenham oportunidades de aprendizado para adquirir as novas habilidades e capacidades tecnológicas específicas necessárias para o futuro do trabalho - cerca de 85% dos empregos que existirão em 2030 ainda não foram inventados. Mas mais do que isso, queremos apoiar crianças e jovens a desenvolver um forte senso de cidadania digital, à medida que as pessoas se relacionam de forma diferente do que antes.",translated,0.8,supportive,candidate,
EVID_NOVA_ZELANDIA_Q09_NZ_001_P0008_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q09,RESP_NOVA_ZELANDIA_Q09_20260912T143655Z,Q09,C09,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,8,8,NZ_001_p0008_c001,en,"Teachers create learning experiences that connect ideas across the breadth of the curriculum. This includes teaching technology across learning areas and simultaneously developing key competencies: managing self, relating to others, participating and contributing, thinking, and using language, symbols and texts.","Os professores criam experiências de aprendizado que conectam ideias em toda a extensão do currículo. Isso inclui o ensino de tecnologia em diversas áreas de aprendizado e, ao mesmo tempo, o desenvolvimento de competências-chave: gerenciar a si mesmo, relacionar-se com os outros, participar e contribuir, pensar e usar linguagem, símbolos e textos.",translated,0.9,supportive,candidate,
EVID_NOVA_ZELANDIA_Q10_NZ_001_P0005_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q10,RESP_NOVA_ZELANDIA_Q10_20260912T143655Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,5,5,3,en,The new curriculum content is about teaching learners how digital technologies work then having them use that knowledge to design digital solutions that make a positive difference in our world.,O novo conteúdo curricular é sobre ensinar aos alunos como as tecnologias digitais funcionam e depois ter eles usando esse conhecimento para projetar soluções digitais que façam uma diferença positiva em nosso mundo.,translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q10_NZ_001_P0010_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q10,RESP_NOVA_ZELANDIA_Q10_20260912T143655Z,Q10,C10,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,10,10,6,en,"Creating a culture of growth, collaboration, innovation and sustainable practices. Teachers create learning experiences that connect ideas across the breadth of the curriculum. This includes teaching technology across learning areas and simultaneously developing key competencies: managing self, relating to others, participating and contributing, thinking, and using language, symbols and texts.","Criando uma cultura de crescimento, colaboração, inovação e práticas sustentáveis. Os professores criam experiências de aprendizagem que conectam ideias em toda a extensão do currículo. Isso inclui ensinar tecnologia através de áreas de aprendizagem e ao mesmo tempo desenvolver competências-chave: gerir a si mesmo, relacionar-se com os outros, participar e contribuir, pensar e usar linguagem, símbolos e textos.",translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q11_NZ_001_P0012_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q11,RESP_NOVA_ZELANDIA_Q11_20260912T143655Z,Q11,C11,UNESCO_GCED_2015,nova-zelandia,NZ_001,NZ_001__NZ_001.md,12,12,1,en,"Values Excellence; Innovation, inquiry and curiosity; Diversity; Equity; Community and participation; Ecological sustainability; Integrity; Respect.","Valores: Excelência; Inovação, investigação e curiosidade; Diversidade; Equidade; Comunidade e participação; Sustentabilidade ecológica; Integridade; Respeito.",translated,0.8,evidência direta,candidate,
EVID_NOVA_ZELANDIA_Q11_NZ_001_P0012_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q11,RESP_NOVA_ZELANDIA_Q11_20260912T143655Z,Q11,C11,UNESCO_GCED_2015,nova-zelandia,NZ_001,NZ_001__NZ_001.md,12,12,2,en,"Key Competencies Thinking; Using language, symbols and texts; Managing self; Relating to others; Participating and contributing.","Competências-chave: Pensamento; Uso de linguagem, símbolos e textos; Gestão de si; Relacionar-se com os outros; Participar e contribuir.",translated,0.8,evidência direta,candidate,
EVID_NOVA_ZELANDIA_Q11_NZ_001_P0011_003,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q11,RESP_NOVA_ZELANDIA_Q11_20260912T143655Z,Q11,C11,UNESCO_GCED_2015,nova-zelandia,NZ_001,NZ_001__NZ_001.md,11,11,3,en,"The School Curriculum The New Zealand Curriculum Vision Young people who will be confident, connected, actively involved, lifelong learners.","O Currículo Escolar O Currículo da Nova Zelândia Visão: Jovens que serão confiantes, conectados, envolvidos ativamente e aprendizes ao longo da vida.",translated,0.9,evidência direta,candidate,
EVID_NOVA_ZELANDIA_Q12_NZ_001_P0008_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q12,RESP_NOVA_ZELANDIA_Q12_20260912T143655Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,8,8,4,en,"You are encouraging teachers to use Teaching as Inquiry to support their thinking... continuing to filter out information about digital technologies learning to all school staff, and students and community.","Você está encorajando os professores a usar o Ensino como Investigação para apoiar seu pensamento... continuando a filtrar informações sobre o aprendizado de tecnologias digitais para todo o pessoal da escola, alunos e comunidade.",translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q12_NZ_001_P0010_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q12,RESP_NOVA_ZELANDIA_Q12_20260912T143655Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,10,10,1,en,You are trialling teaching the revised Technology Learning Area in some classes across the school...,Você está testando o ensino da Área de Aprendizagem de Tecnologia revisada em algumas classes da escola...,translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q12_NZ_001_P0011_003,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q12,RESP_NOVA_ZELANDIA_Q12_20260912T143655Z,Q12,C12,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,11,11,2,en,Continuing to get into the detail of the curriculum content and growing your own understanding...,Continuando a se aprofundar nos detalhes do conteúdo curricular e a ampliar sua própria compreensão...,translated,,support,candidate,
EVID_NOVA_ZELANDIA_Q13_NZ_001_P0001_001,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q13,RESP_NOVA_ZELANDIA_Q13_20260912T143655Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,1,1,NZ_001_p0001_c001,en,"The strands show the breadth of the learning area, broken into parts. In order to specialise further in technology learning, you need to have this full grounding of knowledge. A technology curriculum should make sure it covers all three strands: technological practice, technological knowledge and nature of technology.","Os eixos mostram a amplitude da área de aprendizagem, dividida em partes. Para se especializar mais na aprendizagem tecnológica, é necessário ter essa base completa de conhecimento. Um currículo de tecnologia deve garantir que abranja os três eixos: prática tecnológica, conhecimento tecnológico e natureza da tecnologia.",translated,,relevant,candidate,
EVID_NOVA_ZELANDIA_Q13_NZ_001_P0001_002,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q13,RESP_NOVA_ZELANDIA_Q13_20260912T143655Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,1,1,NZ_001_p0001_c001,en,"The five technological areas provide contexts for technology learning and are also inter-related. By offering a variety of contexts, teachers help their students to recognise links between technological areas.","As cinco áreas tecnológicas fornecem contextos para a aprendizagem de tecnologia e também estão inter-relacionadas. Ao oferecer uma variedade de contextos, os professores ajudam seus alunos a reconhecer vínculos entre as áreas tecnológicas.",translated,,relevant,candidate,
EVID_NOVA_ZELANDIA_Q13_NZ_001_P0001_003,RUN_NOVA_ZELANDIA_20260912T143655Z,RUN_NOVA_ZELANDIA_20260912T143655Z_Q13,RESP_NOVA_ZELANDIA_Q13_20260912T143655Z,Q13,C13,COMPUTING_AND_DIGITAL_EDUCATION,nova-zelandia,NZ_001,NZ_001__NZ_001.md,1,1,NZ_001_p0001_c001,pt,Os professores criam experiências de aprendizagem que conectam ideias em toda a amplitude do currículo. Isso inclui o ensino de tecnologia em áreas de aprendizado e simultaneamente desenvolvendo competências essenciais.,Os professores criam experiências de aprendizagem que conectam ideias em toda a amplitude do currículo. Isso inclui o ensino de tecnologia em áreas de aprendizado e simultaneamente desenvolvendo competências essenciais.,not_needed,,relevant,candidate,
